"","index","content","date","polarity"
"846","846","Yılmaz Özdil - Casino https://t.co/BziZQXmGMJ @gazetesozcu aracılığıyla (Başkanlık sistemi mi?işte bak o 1 RÜYA......)","2016-04-21 08:47:39+00:00","Negative"
"847","847","resmi medyada berat albayrak merkezde.enerji onda sistem irdelemesi onda.başkanlık sistemi gelirse başkan yardımcısı belli","2016-04-21 08:22:26+00:00","Neutral"
"848","848","Haşim Kılıç’tan bomba açıklamalar
Anayasa Mahkemesi eski Başkanı Haşim Kılıç, Başkanlık sistemi ve yeni... https://t.co/od909rMYoT","2016-04-21 08:15:03+00:00","Neutral"
"849","849","1-Karşılaştığımız faciaların temelinde başkanlık sistemi, yeni anayasa, dokunulmazlıklar değil, yanlışlarla dolu Milli Eğitim Sistemi vardır","2016-04-21 07:59:21+00:00","Neutral"
"850","850","mehmet ali birand'ın turgut özal röportajı - başkanlık sistemi https://t.co/LZsQngB5A7 @59saniye aracılığıyla","2016-04-21 07:51:41+00:00","Neutral"
"851","851","Uslu Mahmut dün ""Biliyorsunuz bizde başkanlık sistemi var"" dedi.
Esprimsi bişey yaptı uslu şeysi https://t.co/EA6bkIFyXi","2016-04-21 07:49:35+00:00","Neutral"
"852","852","@gazetesozcu başkanlık sistemi için devrilmesi lazım zaten","2016-04-21 07:38:21+00:00","Neutral"
"853","853","Başkanlık sistemi: Sadece  Başkan'ın oturması https://t.co/EsQq3eLJL4","2016-04-21 07:24:51+00:00","Neutral"
"854","854","Türk usülü başkanlık 
Sistemi zorla dayatılıyor
inşallah yeni bir saddam
Rejimine maruz kalmayız","2016-04-21 07:18:27+00:00","Negative"
"855","855","Ayasofya'nın açılışı Başkanlık sistemi ile bu millete armağan olacak inşallah!!","2016-04-21 07:16:32+00:00","Positive"
"856","856","Yeni anayasa ve başkanlık sistemi için geliyor: Eski Milletvekili Anayasa Hukukçusu Prof. Dr. Burhan Kuzu, Yen... https://t.co/haYhupannB","2016-04-21 07:07:35+00:00","Neutral"
"857","857","Yeni anayasa ve başkanlık sistemi için geliyor https://t.co/2ykMnkKJnT","2016-04-21 07:00:28+00:00","Neutral"
"858","858","Yeni anayasa ve başkanlık sistemi için geliyor: Eski Milletvekili Anayasa Hukukçusu Prof. Dr. Burhan Kuzu, Yen... https://t.co/HcEJSFRmBz","2016-04-21 06:52:05+00:00","Neutral"
"859","859","Ooo dünde mahmut uslu iyi yalamış başkanlık sistemi filan bu ara yalamalar had safhada...","2016-04-21 06:50:02+00:00","Neutral"
"860","860","""Başkanlık ve Parlamenter sistemlerin başarı ile uygulandığı ülkeler var. Biz ise Türk Tipi bir Başkanlık Sistemi... https://t.co/eCPdFRBQLs","2016-04-21 06:37:55+00:00","Neutral"
"861","861","Başkanlık Sistemi ve Yeni Anayasa'yı gündem dışı bırakmak için farklı gündemler oluşturmaya çalışıyorlar. Millet ne derse o olur.","2016-04-21 06:02:06+00:00","Positive"
"862","862","@BurhanveNurcan Anayasa Mahkemesi eski Başkanı Haşim Kılıç, Başkanlık sistemi ve yeni Anayasa'ya karşı çıktı. Kılıç ""Adil yargılamayı","2016-04-21 05:15:01+00:00","Neutral"
"863","863","İşe bak ya öyle bir algı yaratılıyorki başkanlık sistemi çok elzem ama halk hazır değil bi ittirin başkanlık sistemine ihtiyacımız yok","2016-04-21 05:11:53+00:00","Negative"
"864","864","@KucukkayaIsmail #elbette parlamenter demokrasi sistemi,başkanlık sistemi değil.","2016-04-21 04:56:05+00:00","Negative"
"865","865","Bizim tek gündemimiz yeni anayasa ve başkanlık sistemi olmalı. Boş çekişmelerle zaman kaybetmenin anlamı yok","2016-04-21 04:51:09+00:00","Positive"
"866","866","""Bizde başkanlık sistemi var bunu biliyorsunuz""

https://t.co/5gqIYa8oFN https://t.co/OuSgJAr5lw","2016-04-21 04:24:46+00:00","Neutral"
"867","867","""Bizde başkanlık sistemi var bunu biliyorsunuz""

https://t.co/E724TSnmA8 https://t.co/tWGFZ12O3j","2016-04-21 04:24:46+00:00","Neutral"
"868","868","Hoca başkanlık sistemi istemiyormuş! Bunun gibi birçok fitne
Yahu deliliniz nedir getirin olmayan şeyleri öngörü ayağına yutturmayın millete","2016-04-21 03:28:29+00:00","Neutral"
"869","869","Bir kişinin arzusuna göre Türkiye’ye başkanlık sistemi gelmez dediği %52 Milli İrade oluyor, hesap uzmanı ya 😁😁 https://t.co/MhIP2913f0","2016-04-21 00:52:37+00:00","Positive"
"870","870","@haldunreis 
Tam tersi Davutoğlu ile devam edilemez dediklerine göre hedef başkanlık sistemi.","2016-04-21 00:36:26+00:00","Neutral"
"871","871","#BaşkanlıkSistemi
Akp içindeki kriptolar
Mecliste ki terörist vekiller 
Diyen fitneci
Siz #Hocamızlayız DÜŞÜN! https://t.co/kOzPoizmFB","2016-04-21 00:01:52+00:00","Neutral"
"872","872","@HasmetBABA Bu super olmuş! Tebrik ederim. Sivil Dusunce Platformu olarak bizde Başkanlık Sistemi çalışmalarına başladık. :)","2016-04-20 22:48:19+00:00","Neutral"
"873","873","MKYK toplantımıza gelerek yeni anayasa&amp;başkanlık sistemi ile ilgili bilgi veren @mehmetucum beye teşekkür ediyorum https://t.co/KR7rsrRGzc","2016-04-20 22:33:42+00:00","Neutral"
"874","874","#BaşkanlıkSistemi anlatılırken
protesto etmek,15 gözaltı 
Bu haber çok komik değil mi?
@BurhanKuzu https://t.co/6jmuR1Zuaf","2016-04-20 22:30:31+00:00","Neutral"
"875","875","Mahmut Uslu: ""Bizde başkanlık sistemi var"" https://t.co/XGvQGtDPLx https://t.co/UzCfCY5WzM","2016-04-20 22:12:32+00:00","Neutral"
"876","876","@Onurist_ İlla Başkanlık sistemi","2016-04-20 22:08:03+00:00","Positive"
"877","877","Retweeted Mustafa Kamalak (@kamalakmustafa):

8- Gençliğimiz elden gittikten sonra sisteminiz başkanlık sistemi... https://t.co/QHj0LUzDTG","2016-04-20 22:07:42+00:00","Neutral"
"878","878","Neden #başkanlıksistemi
Hızlı ve esnek kararlar alınır..
93 senesine bak ibret al...

https://t.co/CyXDhjsoax https://t.co/GUBMijzBKr","2016-04-20 22:04:15+00:00","Positive"
"879","879","Başkanlık sistemi yerel yönetimlerden başlamalı https://t.co/OIOKtBKEMd #haber #haberler https://t.co/dJfumkSvk5","2016-04-20 22:00:51+00:00","Positive"
"880","880","@futbolarena sizde baskanlik sistemi yok ki sizde fenerbahce'nin sahibi ve koleleri var 😀😀","2016-04-20 21:43:23+00:00","Neutral"
"881","881","Şampiyonluğun önemi yok çünkü biz İnşaat Şirketiyiz, biliyorsunuz bizim baskan müteahhit ve başkanlık sistemi var.","2016-04-20 21:39:04+00:00","Neutral"
"882","882","Biliyormusunuz""Dünyada 79 ülkede başkanlık, 23 ülke de yarı başkanlık sistemi mevcut""","2016-04-20 21:36:48+00:00","Neutral"
"883","883","Bizde başkanlık sistemi var","2016-04-20 21:12:36+00:00","Neutral"
"884","884",""" Başkanlık  sistemi ""demek ??? https://t.co/ok6kN9fij2","2016-04-20 21:11:06+00:00","Neutral"
"885","885","mahmut uslu : bizde başkanlık sistemi var ...olağanüstü ya...","2016-04-20 21:06:24+00:00","Neutral"
"886","886","Türkiye için en uygun başkanlık sistemi nerededir?","2016-04-20 21:04:04+00:00","Neutral"
"887","887","Mahmut Uslu: ""Aziz Yıldırım Gökhan ve Caner ile ilgili gerekeni söyledi, bana ne soruyorsunuz. Biliyorsunuz, bizde başkanlık sistemi var""","2016-04-20 20:58:05+00:00","Neutral"
"888","888","Mahmut Uslu | Aziz Yıldırım Gökhan ve Caner'le alakalı gerekeni söyledi, bana ne soruyorsunuz. Biliyorsunuz, bizde başkanlık sistemi var""","2016-04-20 20:54:23+00:00","Neutral"
"889","889","Evet sizde başkanlık sistemi var.10 yıl daha başınızda kalırım diyen de bi başkanınız var.","2016-04-20 20:52:10+00:00","Neutral"
"890","890","Bizde ""Başkanlık Sistemi"" var diyen #MahmutUslu 'yu kınamakla kalmıyor bir an önce Başkanı ile birlikte istifa etmesini temenni ediyorum!","2016-04-20 20:50:12+00:00","Neutral"
"891","891","Baskanlik sistemi hee:)) https://t.co/6GlBsfwmmt","2016-04-20 20:48:24+00:00","Neutral"
"892","892","Eğer Müslümanlar bugün, devletleri için. Amerikan sistemi diye bilinen
başkanlık sistemini benimseyecek olurlarsa;","2016-04-20 20:47:33+00:00","Neutral"
"893","893","MAHMUT USLU'dan Başkana anlamlı mesaj: Biliyorsunuz, bizde başkanlık sistemi var""!!!!","2016-04-20 20:47:29+00:00","Neutral"
"894","894","18 senede sadece 6 şampiyonluk. Demek ki başkanlık sistemi o kadar da başarılı bir sistem değilmiş. https://t.co/jvo0oamvjr","2016-04-20 20:47:29+00:00","Negative"
"895","895","Bizde ""Başkanlık Sistemi"" var :)  https://t.co/8jHD1V4yFR","2016-04-20 20:44:29+00:00","Neutral"
"896","896","Fb. asbşk  uslu  bizde başkanlık sistemi var dedi. başkanlık sisteminin ülkemizde ciddi bir alışkanlık oluşturduğunu görmek mutluluk verici","2016-04-20 20:42:59+00:00","Neutral"
"897","897","Bay maho gerçeği söylemiş bizde başkanlık sistemi var derken DİKTATÖRLÜK sistemi https://t.co/lTkQqxk3FC","2016-04-20 20:38:56+00:00","Negative"
"898","898","AK Parti Samsun İl Başkanı M.Göksel,başkanlık sistemi Türkiye’nin önünü açar dedi.Senden Samsun şehiriçi yollara kaldırım istiyoruz başkan.","2016-04-20 20:38:32+00:00","Neutral"
"899","899","Bu arada, Mahmut Uslu da son noktayı koydu; ""Biliyorsunuz, bizde başkanlık sistemi var"" ne konuşuyoruz?","2016-04-20 20:38:02+00:00","Neutral"
"900","900","Bizim yönetim fena iktidar yalakası olma yolunda ilerliyor ya hadi bakalım, demece bak sen başkanlık sistemi varmış😡 https://t.co/6bIE11xwFW","2016-04-20 20:37:20+00:00","Neutral"
"901","901","Biliyosunuz  bizde  başkanlık  sistemi  var (mahmut uslu) :D","2016-04-20 20:37:18+00:00","Neutral"
"902","902","Mahmut Uslu : Bizde Başkanlık sistemi var"" :)))","2016-04-20 20:36:51+00:00","Neutral"
"903","903","Mahmut Uslu : Bizde ""Baskanlik Sistemi"" var ... Peki sizin orada ne isiniz var ?","2016-04-20 20:36:46+00:00","Neutral"
"904","904","Mahmut Uslu: Aziz Yıldırım, Gökhan ve Caner ile ilgili gerekeni söyledi, bunları bana sormayın. Bizde başkanlık sistemi var","2016-04-20 20:36:36+00:00","Neutral"
"905","905","Mahmut Uslu: ""Aziz Yıldırım Gökhan ve Caner ile ilgili gerekeni söyledi.. Bana niye soruyorsunuz? Biliyorsunuz, bizde başkanlık sistemi var""","2016-04-20 20:36:19+00:00","Neutral"
"906","906","Reis'i devirip,yerine başbakan olamadılar,en azından reis başkan olamasın diye var güçleriyle saldırıyorlar.Başkanlık sistemi sonları olacak","2016-04-20 20:36:13+00:00","Positive"
"907","907","Mahmut Uslu; Biliyorsunuz bizde başkanlık sistemi var :))","2016-04-20 20:36:04+00:00","Neutral"
"908","908","Mahmut Uslu : ""Biliyosunuz bizde başkanlık sistemi var""
Bu adam basın sözcüsü
Dibe vurmuşlar...","2016-04-20 20:36:01+00:00","Neutral"
"909","909","Adalet Bakanı Bozdağ: Başkanlık sistemi olunca kaybeden gidecek
https://t.co/uUqtrYVnkF https://t.co/EUZOdRfg4h","2016-04-20 20:35:54+00:00","Neutral"
"910","910","Mahmut Uslu; biliyorsunuz , Biz de başkanlık sistemi var))","2016-04-20 20:35:46+00:00","Neutral"
"911","911","Mahmut Uslu (Gökhan Gönül sorusuna) Bana ne soruyorsunuz bunu? Aziz Yıldırım net konuştu. Biliyorsunuz bizde başkanlık sistemi var.","2016-04-20 20:35:40+00:00","Neutral"
"912","912","Mahmut Uslu: ""Fenerbahçe'de başkanlık sistemi var""","2016-04-20 20:35:33+00:00","Neutral"
"913","913","Biliyosunuz biz de başkanlık sistemi var diyip gülen mahmut uslu","2016-04-20 20:35:12+00:00","Neutral"
"914","914","Mahmut Uslu: Biliyorsunuz bizde başkanlık sistemi var. Başkana soracaksınız bunları.","2016-04-20 20:34:55+00:00","Neutral"
"915","915","@1923millet güzel memleketimin insaları sözümün adamıyım neyse odur başkanlık sistemi işit ruhu işit zihniyeti işit görüşüdür kabus gibidir","2016-04-20 20:34:42+00:00","Negative"
"916","916","MKYK Toplantımıza Sayın Mehmet UÇUM Bey katılarak Başkanlık Sistemi hakkında bilgi verdi. Hayırlara vesile olmasını dilerim.","2016-04-20 20:30:57+00:00","Neutral"
"917","917","Anayasa Mahkemesi eski Başkanı Haşim Kılıç, Başkanlık sistemi ve yeni Anayasa'ya karşı çıktı.","2016-04-20 20:22:47+00:00","Neutral"
"918","918","başkanlık sistemi aynen bir atom bombası hali alacak allah göstermesin sonucu çok ağar olacak kenen evren bile solda sıfır kalır katiller","2016-04-20 20:18:38+00:00","Negative"
"919","919","Nuh Albayrak Yazdı 

Başkanlık Sistemi Yerel Yönetimlerden Başlamalı 

https://t.co/PIKY29JD0a  @NuhAlbayrak https://t.co/wcw4jbQ1Nk","2016-04-20 20:12:38+00:00","Neutral"
"920","920","""Yeni Türkiye ve Başkanlık Sistemi"" konulu haftalık Toplantımız kahta İlçe B. Engin Akel anlatımıyla gercekleşti. https://t.co/QxoTpXfjKd","2016-04-20 20:12:15+00:00","Neutral"
"921","921","BEKİR BOZDAĞ:Başkanlık sistemi kaybedeni sevmez, kaybedeni postalar.","2016-04-20 20:12:09+00:00","Neutral"
"922","922","Başkanlık sistemi tartışmalarına da değinen Bozdağ, liderlik vasıflarını yeterince taşımayanların başkanlık sistemini istemediğini anlattı.","2016-04-20 20:09:58+00:00","Neutral"
"923","923","""Başkanlık sistemi olunca kaybeden gidecek"": Bozdağ, ""ABD'de 20 senedir başkan adaylığı yapanı duydunuz mu? Yo... https://t.co/kSBPqL1ZEc","2016-04-20 20:09:07+00:00","Neutral"
"924","924","Adalet Bakanı Bozdağ: Başkanlık sistemi olunca kaybeden gidecek
https://t.co/hBGDFlCZik https://t.co/Rxtym7unEy","2016-04-20 20:01:58+00:00","Neutral"
"925","925","Adalet Bakanı Bozdağ: Başkanlık sistemi olunca kaybeden gidecek

Haber Detay:  https://t.co/MPqazLrsHU https://t.co/aCA00B4UBV","2016-04-20 19:57:34+00:00","Neutral"
"926","926","Adalet Bakanı Bozdağ: Başkanlık sistemi olunca kaybeden gidecek

Haber Detay: https://t.co/Icn8qozgoc https://t.co/yjEO2517dp","2016-04-20 19:57:01+00:00","Neutral"
"927","927","Başkanlık sistemi olunca kaybeden gidecek - https://t.co/u1fHGy4Hww - #TRT-Haber https://t.co/5IrTk3nK2k","2016-04-20 19:53:22+00:00","Neutral"
"928","928","Başkanlık sistemi olunca kaybeden gidecek","2016-04-20 19:49:36+00:00","Neutral"
"929","929","Bozdağ: Başkanlık sistemi olunca kaybeden gidecek
https://t.co/snlx8kjrH4 https://t.co/Y4aZU1YywE","2016-04-20 19:44:56+00:00","Neutral"
"930","930","'Başkanlık sistemi olunca kaybeden gidecek': Adalet Bakanı Bozdağ, ""ABD'de 20 senedir başkan adaylığı yapanı d... https://t.co/x6aRIN7Ezn","2016-04-20 19:39:55+00:00","Neutral"
"931","931","| الأناضول | 'Başkanlık sistemi olunca kaybeden gidecek'","2016-04-20 19:36:07+00:00","Neutral"
"932","932","@TAM_Olsun Öngörülen Başkanlık isteminde saydıklarınızın :siyasi partiler yasası b-ve seçim sistemi değiştirilerek mevcut sistemde sağlanır","2016-04-20 19:30:13+00:00","Neutral"
"933","933","Adalet Bakanı Bozdağ: Başkanlık sistemi olunca kaybeden gidecek https://t.co/rdyRqV5NRA https://t.co/eVrzw6XZj5","2016-04-20 19:30:12+00:00","Neutral"
"934","934","Retweeted Sözcü (@gazetesozcu):

Haşim Kılıç’tan bomba açıklamalar!
Başkanlık sistemi ve yeni Anayasa'ya karşı... https://t.co/Mvhz0fKJ5Q","2016-04-20 19:28:48+00:00","Neutral"
"935","935","'Başkanlık sistemi olunca kaybeden gidecek': Adalet Bakanı Bozdağ, ""ABD'de 20 senedir başkan adaylığı yapanı d... https://t.co/F4BLW1mzmK","2016-04-20 19:27:09+00:00","Neutral"
"936","936","Bakan Bozdağ: 'Başkanlık sistemi zayıf lider istemez, güçlü lider ister'  https://t.co/FeNuOxWiX5 https://t.co/klHKsKdvh3","2016-04-20 19:26:43+00:00","Neutral"
"937","937","Haşim Kılıç’tan bomba açıklamalar!
Başkanlık sistemi ve yeni Anayasa'ya karşı çıktı...
https://t.co/DSf6bw8QxN https://t.co/sQa6bo49bS","2016-04-20 19:20:07+00:00","Neutral"
"938","938","'Başkanlık sistemi olunca kaybeden gidecek': Adalet Bakanı Bozdağ, ""ABD'de 20 senedir başkan adaylığı yapanı d... https://t.co/crFEisU58F","2016-04-20 19:17:58+00:00","Neutral"
"939","939","Başkanlık sistemi yerel yönetimlerden başlamalı https://t.co/22QqHmeNNh #staryazarlar @NuhAlbayrak
 https://t.co/I25KGZUWnL","2016-04-20 19:16:33+00:00","Neutral"
"940","940","Başkanlık sistemi yerel yönetimlerden başlamalı https://t.co/qXXHdDUY8Y #staryazarlar @NuhAlbayrak https://t.co/mtXrCWauKn","2016-04-20 19:15:14+00:00","Neutral"
"941","941","'Başkanlık sistemi olunca kaybeden gidecek' https://t.co/UeziBs69rO https://t.co/i9N6zP4VZZ","2016-04-20 19:12:35+00:00","Neutral"
"942","942","'Başkanlık sistemi olunca kaybeden gidecek' https://t.co/YP20CcBQbH https://t.co/FZyI3gi86Z","2016-04-20 19:12:08+00:00","Neutral"
"943","943","'Başkanlık sistemi olunca kaybeden gidecek' detay için https://t.co/bsSwQPf9fn
 #HaberAjansı #Haber","2016-04-20 19:03:24+00:00","Neutral"
"944","944","'Başkanlık sistemi olunca kaybeden gidecek' haberin detayları için https://t.co/tcgrw7wWBq tıklayınız...","2016-04-20 19:03:05+00:00","Neutral"
"945","945","@MTTBAdiyaman da @BaskanEnginAkel Tarafında ""Yeni Türkiye ve Başkanlık Sistemi"" adlı sohbetimiz devam ediyor.. https://t.co/M0QI1kO30C","2016-04-20 18:43:05+00:00","Neutral"
"946","946","Neden yeni anayasa ve başkanlık sistemi sorularının cevabını merak ediyorsanız size tane tane anlatacak bi site var artık--&gt; @TAM_Olsun","2016-04-20 18:15:58+00:00","Positive"
"947","947","Anayasamızın tarihçesi, güncel öneriler, parlamenter &amp; başkanlık sistemi ilgili bilgileri iyi derlemişler
Tebrikler

https://t.co/vpWIrrd9AK","2016-04-20 18:07:25+00:00","Neutral"
"948","948","Neden Başkanlık sistemi ve yeni anayasa??

Bütün halkımız davetlidir. @mecertas @BurhanKuzu @AyhanSeferUSTUN https://t.co/6HEe79SzVS","2016-04-20 17:52:15+00:00","Neutral"
"949","949","Gençlik Münazarada Buluşuyor Ser  Başkanlık Sistemi Temalı 26. Müsabakası Kahramanmaraş'da düzenlendi. @mecertas https://t.co/HPHSmznXBc","2016-04-20 17:51:56+00:00","Neutral"
"950","950","Başkanlık sistemi propagandası için yeni bir site ve hesap açmışlar.
https://t.co/l4iHYbdbpi","2016-04-20 17:44:50+00:00","Neutral"
"951","951","Haşim Kılıç’tan çok sert ‘Adalet’ çıkışı: Başkanlık Sistemi ve Yeni Anayasa’ya karşı keskin açıklamalar yapan ... https://t.co/41EW7hbu24","2016-04-20 17:36:39+00:00","Neutral"
"952","952","@aykuterdogdu Başkanlık sistemi diyorlar yapacaklarını buraya yazamıyorum dava açarlar","2016-04-20 17:30:14+00:00","Negative"
"953","953","Yeni anayasa ve başkanlık sistemi hakkında bu güne kadar bu kadar kapsamlı bir çalışma olmadı. Anayasa ve... https://t.co/AxEmJQyRbw","2016-04-20 17:26:15+00:00","Neutral"
"954","954","Antalya Güncel Haşim Kılıç’tan çok sert ‘Adalet’ çıkışı: Başkanlık Sistemi ve Yeni Anayasa’ya ka... https://t.co/6Q1eo2S5sN Antalya Haber","2016-04-20 17:26:14+00:00","Neutral"
"955","955","Haşim Kılıç’tan bomba açıklamalar!
Başkanlık sistemi ve yeni Anayasa'ya karşı çıktı...
https://t.co/DSf6bw8QxN https://t.co/l0ZPQlGmj8","2016-04-20 17:20:05+00:00","Neutral"
"956","956","Hilafeti kaldırırken halka sormayanlar, Başkanlık sistemi için halka soranlara diktatör diyor. #HakYolu","2016-04-20 17:19:43+00:00","Positive"
"957","957","Kuşlar gibi uçmasını, balıklar gibi yüzmesini öğrendik ama kardeşçe yaşamayı öğrenemedik. AKP nin başkanlık sistemi sayesinde","2016-04-20 17:08:09+00:00","Positive"
"958","958","Başkanlık Sistemi Gelirse Ülke Bölünürmüş
Yahu Akıl Var Mantık Var! Eğer Başkanlık Sistemi Türkiye’yi Bölecekse Hdp İtiraz eder mi hiç? 😉","2016-04-20 16:42:07+00:00","Positive"
"959","959","@Ahmet_Davutoglu sayın Başbakanım kültürümüze uygun baskanlik sistemi","2016-04-20 16:34:32+00:00","Positive"
"960","960","Kürt evine giremiyor Türk evinden çıkamıyor Al sana kamu düzeni başkanlık sistemi bu olsa gerek","2016-04-20 16:28:24+00:00","Negative"
"961","961","Anayasa Mahkemesi eski Başkanı Haşim Kılıç, Başkanlık sistemi ve yeni Anayasa'ya karşı çıktı https://t.co/5W1SWkpv0r","2016-04-20 16:25:31+00:00","Negative"
"962","962","@fatihportakal Parlamenter sistemi savunmaya devam edelim.Başkanlık sisteminin getireceği tehlikeler #olmazböyleşey türünden.","2016-04-20 16:20:05+00:00","Negative"
